"Ind_ID","year_month","Final_behaviour","prop_focal","prop_pred"
"Shongololo",2022-09-01,"Resting",0.452744961779013,0.377791009228937
"Shongololo",2022-09-01,"Running",0.00121612230715775,0.00833581423042572
"Shongololo",2022-09-01,"Self-scratching",0.0484711605281445,0.00208395355760643
"Shongololo",2022-09-01,"Sleeping",0.0152883947185546,0.0229234891336707
"Shongololo",2022-09-01,"Walking",0.0908617095205003,0.17326585293242
"Shongololo",2023-06-01,"Eating",0.251905972045743,0.380239520958084
"Shongololo",2023-06-01,"Grooming actor",0.0118593816179585,0.0284431137724551
"Shongololo",2023-06-01,"Grooming receiver",0.00624735281660313,0.0916167664670659
"Shongololo",2023-06-01,"Resting",0.489093604404913,0.367964071856287
"Shongololo",2023-06-01,"Running",0.0177890724269377,0.00688622754491018
"Shongololo",2023-06-01,"Self-scratching",0.0739093604404913,0.000598802395209581
"Shongololo",2023-06-01,"Sleeping",0,0.0212574850299401
"Shongololo",2023-06-01,"Walking",0.0556967386700551,0.102994011976048
"Tambacounda",2022-07-01,"Eating",0.0126796280642434,0.383859440142942
"Tambacounda",2022-07-01,"Grooming actor",0,0.0285884455032758
"Tambacounda",2022-07-01,"Grooming receiver",0.0236686390532544,0.0929124478856462
"Tambacounda",2022-07-01,"Resting",0.327979712595097,0.274270399047052
"Tambacounda",2022-07-01,"Running",0.00591715976331361,0.00804050029779631
"Tambacounda",2022-07-01,"Self-scratching",0.0173288250211327,0.00119118522930316
"Tambacounda",2022-07-01,"Sleeping",0.398562975486052,0.0342465753424658
"Tambacounda",2022-07-01,"Walking",0.0874894336432798,0.176891006551519
"Tambacounda",2022-09-01,"Eating",0.152748189177674,0.321215733015495
"Tambacounda",2022-09-01,"Grooming actor",0.00553898593949723,0.0426102502979738
"Tambacounda",2022-09-01,"Grooming receiver",0.0726459309757137,0.0554231227651967
"Tambacounda",2022-09-01,"Resting",0.452918619514274,0.365315852205006
"Tambacounda",2022-09-01,"Running",0.00766936514699617,0.00387365911799762
